DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2006-0109-SCG,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,SCG,Serbia Montenegro,Southern Europe,Europe,"Rahovec, Suhareke, Malishevo towns (Prizremski province), Vushtrri, Skenderaj, Zvecan towns (Kosovsko-mitrovatski province), Lipjan, Ferizaj, Gllogovc, Podujevo, Obiliq, Fushe Kosovoe towns (Kosovski province), Kline, Gjakove towns (Pecki province) (Serbia)",Rain and snowmelt,Broken Dam/Burst bank,No,No,No,,10090.0,Km2,42.6,20.83,Sitnica,2006,2.0,21.0,2006,3.0,2.0,,,1200.0,,1200.0,,,,,,,68.8837587123464,"[{""adm1_code"":25378,""adm1_name"":""Kosovski""},{""adm1_code"":25379,""adm1_name"":""Kosovsko-mitrovatski""},{""adm1_code"":25385,""adm1_name"":""Pecki""},{""adm1_code"":25389,""adm1_name"":""Prizremski""}]",2007-01-04,2023-09-25
2006-0113-MYS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,MYS,Malaysia,South-eastern Asia,Asia,"Terengganu, Pahang, Kelantan provinces",Heavy rains,,No,No,No,,,Km2,4.33,102.54,"Kelantan, Sungai Kolok, Dungun, Kemaman, Golok, Kinabatangan",2006,2.0,10.0,2006,2.0,18.0,,,4906.0,,4906.0,,,,,,,68.8837587123464,"[{""adm1_code"":1893,""adm1_name"":""Kelantan""},{""adm1_code"":1897,""adm1_name"":""Pahang""},{""adm1_code"":1904,""adm1_name"":""Terengganu""}]",2007-01-04,2023-09-25
2006-0113-THA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,THA,Thailand,South-eastern Asia,Asia,"Narathiwat, Nakhon Si Thammarat, Chumphon, Surat Thani provinces",Heavy rains,,No,No,No,,,Km2,4.33,102.54,,2006,2.0,10.0,2006,2.0,18.0,,,2000.0,,2000.0,,,,,,,68.8837587123464,"[{""adm1_code"":2862,""adm1_name"":""Chumphon""},{""adm1_code"":2880,""adm1_name"":""Nakhon Si Thammarat""},{""adm1_code"":2882,""adm1_name"":""Narathiwat""},{""adm1_code"":2916,""adm1_name"":""Surat Thani""}]",2007-01-04,2023-09-25
2006-0115-MWI,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,MWI,Malawi,Sub-Saharan Africa,Africa,"Malindi area (Mangochi district, Southern Region province), Salima district (Central Region province)",Heavy rains,,No,No,No,,64890.0,Km2,-14.59,35.12,Linthipe,2006,3.0,7.0,2006,3.0,14.0,3.0,,,8000.0,8000.0,,,,,,,68.8837587123464,"[{""adm2_code"":19315,""adm2_name"":""Salima""},{""adm2_code"":19325,""adm2_name"":""Mangochi""}]",2007-01-04,2023-09-25
2006-0123-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000eb19,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Faryab village (Kahnug district, Kerman province), Baft, Jiroft districts (Kerman province)",,,No,No,No,,6.0,Richter,28.12,56.865,,2006,2.0,28.0,2006,2.0,28.0,,6.0,7000.0,,7006.0,,,,,,,68.8837587123464,"[{""adm2_code"":40890,""adm2_name"":""Baft""},{""adm2_code"":40981,""adm2_name"":""Jiroft""},{""adm2_code"":40985,""adm2_name"":""Kahnug""}]",2014-03-07,2023-09-25
2006-0137-PHL,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,PHL,Philippines,South-eastern Asia,Asia,"Carmen area (Bohol district, Region VII province)",Heavy rains,,No,No,No,,630.0,Km2,7.17,125.57,,2006,3.0,4.0,2006,3.0,6.0,1.0,,1000.0,,1000.0,,,,,,,68.8837587123464,"[{""adm2_code"":24252,""adm2_name"":""Bohol""}]",2007-01-04,2023-09-25
2006-0139-AUS,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Larry,AUS,Australia,Australia and New Zealand,Oceania,Cairns district (Queensland province),,Flood,No,No,Yes,,290.0,Kph,-17.91,145.54,,2006,3.0,20.0,2006,4.0,2.0,,30.0,,7000.0,7030.0,,,335000.0,486327.0,1180000.0,1713031.0,68.8837587123464,"[{""adm2_code"":154657,""adm2_name"":""Cairns (R)""}]",2007-03-09,2023-09-25
2006-0140-COL,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,COL,Colombia,Latin America and the Caribbean,Americas,"Choco, Valle del Cauca, Cauca, Narino, Antioquia, Caldas, Risaralda, Quindio, Tolima, Arauca, Santander, Norte de Santander, Cundinamarca, Boyaca, Casanare, Meta, Bolivar, Cesar, Cundinamarca, Huila, Narino, Sucre, Caqueta provinces",,"Rain|Slide (land, mud, snow, rock)",Yes,No,No,415.0,,Km2,5.43,-75.6,"Madgalena, Cauca, Saldana, Negro, Zulia, Pamplonita, Carare",2006,1.0,1.0,2006,4.0,27.0,150.0,227.0,221238.0,,221465.0,,,,,,,68.8837587123464,"[{""adm1_code"":935,""adm1_name"":""Antioquia""},{""adm1_code"":936,""adm1_name"":""Arauca""},{""adm1_code"":938,""adm1_name"":""Bolivar""},{""adm1_code"":939,""adm1_name"":""Boyaca""},{""adm1_code"":941,""adm1_name"":""Caldas""},{""adm1_code"":942,""adm1_name"":""Caqueta""},{""adm1_code"":943,""adm1_name"":""Casanare""},{""adm1_code"":944,""adm1_name"":""Cauca""},{""adm1_code"":945,""adm1_name"":""Cesar""},{""adm1_code"":946,""adm1_name"":""Choco""},{""adm1_code"":948,""adm1_name"":""Cundinamarca""},{""adm1_code"":952,""adm1_name"":""Huila""},{""adm1_code"":954,""adm1_name"":""Meta""},{""adm1_code"":955,""adm1_name"":""Narino""},{""adm1_code"":956,""adm1_name"":""Norte De Santander""},{""adm1_code"":958,""adm1_name"":""Quindio""},{""adm1_code"":959,""adm1_name"":""Risaralda""},{""adm1_code"":961,""adm1_name"":""Santander""},{""adm1_code"":962,""adm1_name"":""Sucre""},{""adm1_code"":963,""adm1_name"":""Tolima""},{""adm1_code"":964,""adm1_name"":""Valle Del Cauca""}]",2007-02-15,2023-09-25
2006-0148-BGR,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000eaez,,BGR,Bulgaria,Eastern Europe,Europe,"Murgovo village (Kardzhali district, Kardzhali province)",,,No,No,No,,4.6,Richter,41.708,25.544,,2006,2.0,20.0,2006,2.0,20.0,,2.0,525.0,,527.0,,,,,,,68.8837587123464,"[{""adm2_code"":11907,""adm2_name"":""Kardzhali""}]",2006-03-20,2023-09-25
2006-0149-DZA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000ecjv,,DZA,Algeria,Northern Africa,Africa,"Laalam village (Tamridjet district, Bejaia province)",,,No,No,No,,5.2,Richter,36.623,5.328,,2006,3.0,20.0,2006,3.0,20.0,4.0,9.0,160.0,150.0,319.0,,,,,,,68.8837587123464,"[{""adm2_code"":37915,""adm2_name"":""Tamridjet""}]",2006-05-03,2023-09-25
2006-0153-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000edad,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Aleshtar village (Selseleh district, Lorestan province), Silakhor village (Dorud district, Lorestan province), Borugerd, Khorramabad districts (Lorestan province)",,,No,No,No,5315.0,6.1,Richter,33.5,48.78,,2006,3.0,31.0,2006,3.0,31.0,63.0,1418.0,160000.0,,161418.0,,,,,42262.0,61353.0,68.8837587123464,"[{""adm2_code"":40911,""adm2_name"":""Borugerd""},{""adm2_code"":40937,""adm2_name"":""Dorud""},{""adm2_code"":41001,""adm2_name"":""Khorramabad""},{""adm2_code"":41097,""adm2_name"":""Selseleh""}]",2007-11-08,2023-09-25
2006-0155-AUS,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Glenda,AUS,Australia,Australia and New Zealand,Oceania,"Exmouth, Ashburton, East Pilbara, Port Hedland, Roebourne districts (Western Australia province)",,Rain,No,No,No,,235.0,Kph,-25.68,115.13,,2006,3.0,30.0,2006,4.0,5.0,,,500.0,,500.0,,,,,,,68.8837587123464,"[{""adm2_code"":5435,""adm2_name"":""Ashburton (S)""},{""adm2_code"":5478,""adm2_name"":""East Pilbara (S)""},{""adm2_code"":5480,""adm2_name"":""Exmouth (S)""},{""adm2_code"":5536,""adm2_name"":""Port Hedland (T)""},{""adm2_code"":5540,""adm2_name"":""Roebourne (S)""}]",2007-01-04,2023-09-25
2006-0156-AUT,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUT,Austria,Western Europe,Europe,"Niederosterreich, Oberosterreich provinces",Rains and sonwmelt,Broken Dam/Burst bank,No,No,No,,,Km2,49.86,16.09,"Thaya, Danube, Inn, Traun, Enns, March",2006,3.0,28.0,2006,4.0,17.0,,,516.0,,516.0,,,,,,,68.8837587123464,"[{""adm1_code"":480,""adm1_name"":""Niederosterreich""},{""adm1_code"":481,""adm1_name"":""Oberosterreich""}]",2007-01-04,2023-09-25
2006-0156-CZE,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CZE,Czechia,Eastern Europe,Europe,"Ostrava-mesto, Olomouc districts (Severomoravsky province), Usti nad Labem, Decin districts (Severocesky province), Praha district (Praha province); Theresienstadt/Terezin village (Litomence district, Severocesky province); Vestec municipality (Praha-zapad district, praha province); Znojmo, Hodonin, districts (Jihomoravsky province), Novosedly village (Breclav district, Jihomoravsky province), Bonov village (Trebic district, Jihomoravsky province); Melnik district (Stredocesky province) ",Rains and snowmelt,Broken Dam/Burst bank,Yes,No,Yes,,,Km2,49.86,16.09,"Vitava, Labe/Elbe, Dyje, Morava, Jihlava, Luznice, Oskava, Jevisovka, Svatava",2006,3.0,28.0,2006,4.0,17.0,6.0,,4200.0,,4200.0,,,,,,,68.8837587123464,"[{""adm2_code"":14821,""adm2_name"":""Breclav""},{""adm2_code"":14824,""adm2_name"":""Hodonin""},{""adm2_code"":14828,""adm2_name"":""Trebic""},{""adm2_code"":14833,""adm2_name"":""Znojmo""},{""adm2_code"":14834,""adm2_name"":""Praha""},{""adm2_code"":14835,""adm2_name"":""Praha-zapad""},{""adm2_code"":14838,""adm2_name"":""Decin""},{""adm2_code"":14841,""adm2_name"":""Litomence""},{""adm2_code"":14845,""adm2_name"":""Usti nad Labem""},{""adm2_code"":14851,""adm2_name"":""Olomouc""},{""adm2_code"":14853,""adm2_name"":""Ostrava-mesto""},{""adm2_code"":14862,""adm2_name"":""Melnik""}]",2007-02-15,2023-09-25
2006-0156-DEU,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,DEU,Germany,Western Europe,Europe,"Dresden district (Saxony province) ; Saxony-Anhalt, Brandenburg provinces",Raisn and snowmelt,Broken Dam/Burst bank,No,No,No,,,Km2,49.86,16.09,Elbe,2006,3.0,28.0,2006,4.0,17.0,,,1000.0,,1000.0,,,,,,,68.8837587123464,"[{""adm1_code"":1311,""adm1_name"":""Brandenburg""},{""adm1_code"":1321,""adm1_name"":""Sachsen-Anhalt""},{""adm2_code"":16560,""adm2_name"":""Dresden""}]",2007-01-04,2023-09-25
2006-0156-SCG,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,SCG,Serbia Montenegro,Southern Europe,Europe,"Zabalj, Titel, Beocin, Novi Sad towns (Juzno-backi province), Slankamen town (Sremski province), Sabac, Loznica towns (Macvanski province), Belgrade town (Grad Beograd province), Smederevo town (Podunavski province), Kostolac, Pozarevac, Gradiste, Golubac towns (Branicevski province), Zrenjanin town (Srednje-banatski province) (Serbia)",Snowmelt and hevay rains,"Slide (land, mud, snow, rock)",No,No,Yes,100.0,35510.0,Km2,45.26,20.75,"Danube, Sava, Tamis, Tisa, Mlava, Begej, Brzava",2006,4.0,4.0,2006,5.0,11.0,,,35000.0,,35000.0,,,,,,,68.8837587123464,"[{""adm1_code"":25372,""adm1_name"":""Branicevski""},{""adm1_code"":25373,""adm1_name"":""Grad Beograd""},{""adm1_code"":25375,""adm1_name"":""Juzno-backi""},{""adm1_code"":25381,""adm1_name"":""Macvanski""},{""adm1_code"":25387,""adm1_name"":""Podunavski""},{""adm1_code"":25394,""adm1_name"":""Srednje-banatski""},{""adm1_code"":25395,""adm1_name"":""Sremski""}]",2007-01-04,2023-09-25
2006-0156-SVK,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,SVK,Slovakia,Eastern Europe,Europe,"Modra city (Pezinok district, Bratislava province), Banska Bystrica city (Banska Bystrica district, Banska Bystrica province), Bratislava city (Okres Bratislava I district, Bratislava province)",Heavy rains and snowmelt,,No,No,No,,,Km2,48.67,19.08,"Danube, Myjava, Hron, Nitra, Torysa, Bodrog",2006,3.0,28.0,2006,5.0,9.0,1.0,,,,,,,,,,,68.8837587123464,"[{""adm2_code"":25428,""adm2_name"":""Banska Bystrica""},{""adm2_code"":25442,""adm2_name"":""Okres Bratislava I""},{""adm2_code"":25447,""adm2_name"":""Pezinok""}]",2007-01-04,2023-09-25
2006-0165-YEM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,YEM,Yemen,Western Asia,Asia,"Dhamar, Al Hudaydah, Sana'a, Taizz, Sa'ada provinces",Heavy rains and lightening,Rain,No,No,No,,91480.0,Km2,15.1,43.88,,2006,4.0,3.0,2006,4.0,5.0,25.0,20.0,,300.0,320.0,,,,,,,68.8837587123464,"[{""adm1_code"":3411,""adm1_name"":""Al Hudaydah""},{""adm1_code"":3416,""adm1_name"":""Dhamar""},{""adm1_code"":3422,""adm1_name"":""Sa'ada""},{""adm1_code"":3425,""adm1_name"":""Taizz""},{""adm1_code"":144972,""adm1_name"":""Sana'a""}]",2007-03-08,2023-09-25
2006-0172-COD,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,"Kisenso, Limete, Matete, Masina, Kimbanseke areas (Kinshasa district, Kinshasa province)",Torrential rains,"Slide (land, mud, snow, rock)",No,No,No,,45540.0,Km2,-4.36,16.17,"Kalamu, Gombe, Djoue",2006,4.0,8.0,2006,4.0,27.0,1.0,,5500.0,,5500.0,,,,,,,68.8837587123464,"[{""adm2_code"":14987,""adm2_name"":""Kinshasa""}]",2007-01-10,2023-09-25
2006-0178-KEN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,KEN,Kenya,Sub-Saharan Africa,Africa,"Isiolo, Moyale districts (Eastern province), Nairobi districts (Nairobi province)",Heavy rains,,No,No,No,,538000.0,Km2,2.25,37.53,"Uaso Nyiro, Sabaki, Tana, Migori, Kuja, Nzoia, Nyando, Genale Wenz",2006,4.0,4.0,2006,5.0,22.0,60.0,,17300.0,,17300.0,,,,,,,68.8837587123464,"[{""adm2_code"":51348,""adm2_name"":""Isiolo""},{""adm2_code"":51357,""adm2_name"":""Moyale""},{""adm2_code"":51360,""adm2_name"":""Nairobi""}]",2007-01-04,2023-09-25
2006-0179-AUS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUS,Australia,Australia and New Zealand,Oceania,"Beswick village (Roper Gulf district, Northern Territory province), Katherine, Unincorporated NT districts, (Northern Territory province)",Monsoonal rain,,No,No,Yes,,39370.0,Km2,-14.18,132.39,"Katherine, Daly",2006,4.0,5.0,2006,4.0,10.0,,,1100.0,,1100.0,,,,,,,68.8837587123464,"[{""adm2_code"":154715,""adm2_name"":""Katherine (T)""},{""adm2_code"":154717,""adm2_name"":""Roper Gulf (S)""},{""adm2_code"":154722,""adm2_name"":""Unincorporated NT""}]",2007-01-04,2023-09-25
2006-0180-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Amador, Calaveras, Fresno, Merced, San Joaquin, San Mateo, Stanislau districts (California province)",Heavy rains,"Broken Dam/Burst bank|Slide (land, mud, snow, rock)",No,No,Yes,,44110.0,Km2,37.69,-99.99,"Merced, Consumes, San Joaquin, Sacramento, Navarro",2006,4.0,4.0,2006,4.0,17.0,1.0,,600.0,,600.0,,,,,259000.0,375996.0,68.8837587123464,"[{""adm2_code"":28867,""adm2_name"":""Amador""},{""adm2_code"":28869,""adm2_name"":""Calaveras""},{""adm2_code"":28874,""adm2_name"":""Fresno""},{""adm2_code"":28888,""adm2_name"":""Merced""},{""adm2_code"":28903,""adm2_name"":""San Joaquin""},{""adm2_code"":28905,""adm2_name"":""San Mateo""},{""adm2_code"":28914,""adm2_name"":""Stanislaus""}]",2007-01-04,2023-09-25
2006-0181-ZAF,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ZAF,South Africa,Sub-Saharan Africa,Africa,"Taung town (Greater Taung area, Dr Ruth Segomotsi Mompati district, North West province)",Heavy rain,,No,No,No,,2500.0,Km2,-27.44,24.83,,2006,3.0,26.0,2006,3.0,30.0,6.0,,4160.0,,4160.0,127548.0,185164.0,,,71000.0,103072.0,68.8837587123464,"[{""adm2_code"":77348,""adm2_name"":""Dr Ruth Segomotsi Mompati District Municipality""}]",2007-03-08,2023-09-25
2006-0182-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,Kauai district (Hawaii province),Heavy rain,"Broken Dam/Burst bank|Slide (land, mud, snow, rock)",No,No,No,,585.0,Km2,22.15,-99.99,Kaloko,2006,3.0,14.0,2006,3.0,23.0,7.0,,,,,,,,,12000.0,17421.0,68.8837587123464,"[{""adm2_code"":29227,""adm2_name"":""Kauai""}]",2007-01-04,2023-09-25
2006-0192-IDN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IDN,Indonesia,South-eastern Asia,Asia,"Bendungan, Trenggalek, Ogalan, Karangan, Tugu, Durenan, Gandu Sari areas (Trenggalek district, Jawa Timur province), Ponorogo district (Jawa Timur province), Karanganyar district (Jawa Tengah province)",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,19040.0,Km2,-7.84,111.86,Ngasinan,2006,4.0,19.0,2006,4.0,23.0,22.0,2.0,400.0,,402.0,,,,,,,68.8837587123464,"[{""adm2_code"":18040,""adm2_name"":""Karanganyar""},{""adm2_code"":18092,""adm2_name"":""Ponorogo""},{""adm2_code"":18098,""adm2_name"":""Trenggalek""}]",2007-01-04,2023-09-25
2006-0201-BRA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,BRA,Brazil,Latin America and the Caribbean,Americas,"Maraba, Porto de Moz, Capitao Poco, Almeirim, Anajas districts (Para province)",Torrential rains,,No,No,Yes,,1164000.0,Km2,2.81,-52.29,"Amazon tributaries: Tocantins, Xingu, Tapajos",2006,3.0,25.0,2006,4.0,23.0,8.0,,116000.0,,116000.0,,,,,,,68.8837587123464,"[{""adm2_code"":8730,""adm2_name"":""Almeirim""},{""adm2_code"":8732,""adm2_name"":""Anajas""},{""adm2_code"":8758,""adm2_name"":""Capitao Poco""},{""adm2_code"":8789,""adm2_name"":""Maraba""},{""adm2_code"":8819,""adm2_name"":""Porto De Moz""}]",2007-01-04,2023-09-25
2006-0203-CAN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CAN,Canada,Northern America,Americas,"Baie Verte, Middle Arm, Smith's Harbour, Burlington cities (Division No.8 district, Newfoundland and Labrador province)",Heavy rain,,No,No,Yes,,730.0,Km2,49.72,-56.05,,2006,4.0,18.0,2006,4.0,24.0,,,200.0,,200.0,,,,,,,68.8837587123464,"[{""adm2_code"":12615,""adm2_name"":""Division No.  8""}]",2007-01-04,2023-09-25
2006-0204-ETH,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ETH,Ethiopia,Sub-Saharan Africa,Africa,"Afar, Somali provinces",Heavy rain,,No,No,No,,83390.0,Km2,10.99,41.63,Awash,2006,4.0,9.0,2006,4.0,25.0,,,10000.0,,10000.0,,,,,,,68.8837587123464,"[{""adm1_code"":1228,""adm1_name"":""Afar""},{""adm1_code"":47679,""adm1_name"":""Somali""}]",2007-01-04,2023-09-25
2006-0205-PNG,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,PNG,Papua New Guinea,Melanesia,Oceania,Ambunti district (East Sepik province),Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,41560.0,Km2,-4.26,143.22,"Sunuhu, Yumbanakor",2006,4.0,12.0,2006,4.0,18.0,,,400.0,,400.0,,,,,,,68.8837587123464,"[{""adm2_code"":37485,""adm2_name"":""Ambunti""}]",2007-01-04,2023-09-25
2006-0206-CAN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CAN,Canada,Northern America,Americas,"Red Earth First Nation, Porcupine Plain cities (Division No.14 district, Saskatchewan province), Fishing Lake (Division No.10 district, Saskatchewan province)",Heavy rain,,No,No,No,,63270.0,Km2,53.54,-99.99,"Carrot, Red Deer, Shand Creek, Saskatchewan",2006,4.0,12.0,2006,4.0,20.0,,,1000.0,,1000.0,,,,,,,68.8837587123464,"[{""adm2_code"":12802,""adm2_name"":""Division No. 10""},{""adm2_code"":12806,""adm2_name"":""Division No. 14""}]",2007-01-04,2023-09-25
2006-0207-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,"Adilabad, Hyderabad, Karimnagar, Khammam, Mahbubnagar, Medak, Nalgonda, Nizamabad, Rangareddi, Warangal, Srikakulam, Krishna districts (Andhra Pradesh province)",Heavy rain,,No,No,No,,190900.0,Km2,17.43,82.81,,2006,4.0,15.0,2006,4.0,18.0,20.0,,,,,,,,,,,68.8837587123464,"[{""adm2_code"":17547,""adm2_name"":""Adilabad""},{""adm2_code"":17553,""adm2_name"":""Hyderabad""},{""adm2_code"":17554,""adm2_name"":""Karimnagar""},{""adm2_code"":17555,""adm2_name"":""Khammam""},{""adm2_code"":17556,""adm2_name"":""Krishna""},{""adm2_code"":17558,""adm2_name"":""Mahbubnagar""},{""adm2_code"":17559,""adm2_name"":""Medak""},{""adm2_code"":17560,""adm2_name"":""Nalgonda""},{""adm2_code"":17562,""adm2_name"":""Nizamabad""},{""adm2_code"":17564,""adm2_name"":""Rangareddi""},{""adm2_code"":17565,""adm2_name"":""Srikakulam""},{""adm2_code"":17568,""adm2_name"":""Warangal""}]",2007-01-04,2023-09-25
2006-0208-GEO,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,GEO,Georgia,Western Asia,Asia,"Chkhoushi village (Zygdidi district, Samergelo and Zemo (upper) Svaneti province), Tsalendjikha district (Samergelo and Zemo (upper) Svaneti province), Khoni district (Imereti province)","Dam/levy break of release, rains and snowmelt",Broken Dam/Burst bank,No,No,No,,29220.0,Km2,42.27,42.83,"Inguri, Tskhenisqali",2006,4.0,15.0,2006,4.0,24.0,,,600.0,,600.0,,,,,,,68.8837587123464,"[{""adm2_code"":16466,""adm2_name"":""Khoni""},{""adm2_code"":16507,""adm2_name"":""Tsalendjikha""},{""adm2_code"":16510,""adm2_name"":""Zygdidi""}]",2007-01-05,2023-09-25
2006-0209-ROU,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ROU,Romania,Eastern Europe,Europe,"Bechet, Rast, Negoi, Bistret, Macesu de Jos villages (Dolj province), Gataia village (Timis province), Oltina village (Calarasi province), Sarata village (Bacau province) ; Braila, Calarasi, Galati provinces",Rains and snowmelt,Broken Dam/Burst bank,No,No,No,,,Km2,44.5,23.87,,2006,4.0,7.0,2006,5.0,24.0,,,,,,,,,,,,68.8837587123464,"[{""adm1_code"":2449,""adm1_name"":""Bacau""},{""adm1_code"":2453,""adm1_name"":""Braila""},{""adm1_code"":2457,""adm1_name"":""Calarasi""},{""adm1_code"":2463,""adm1_name"":""Dolj""},{""adm1_code"":2464,""adm1_name"":""Galati""},{""adm1_code"":2482,""adm1_name"":""Timis""}]",2007-01-08,2023-09-25
2006-0209-UKR,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,UKR,Ukraine,Eastern Europe,Europe,Odes'ka province,,Broken Dam/Burst bank,No,No,No,,,Km2,44.5,23.87,,2006,4.0,7.0,2006,5.0,24.0,,,,,,,,,,,,68.8837587123464,"[{""adm1_code"":3163,""adm1_name"":""Odes'ka""}]",2007-01-08,2023-09-25
2006-0213-PER,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Ubinas,PER,Peru,Latin America and the Caribbean,Americas,"Ubinas, Matalaque, Chojata, Lloque, Yunga, Ichuna, Coalaque, La Capilla, Omate, Puquina, Quinistaquillas municipalities (General Sanchez Cerro districts, Moquegua province), San Juan de Taracuni municipality (Arequipa district ,Arequipa province)",,,No,No,Yes,61.0,,,-16.355,-70.9,,2006,3.0,27.0,2006,4.0,23.0,,,3000.0,,3000.0,,,,,,,68.8837587123464,"[{""adm2_code"":24039,""adm2_name"":""Arequipa""},{""adm2_code"":24151,""adm2_name"":""General Sánchez Cerro""}]",2014-07-24,2023-09-25
2006-0214-RUS,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000ef1h,,RUS,Russian Federation,Eastern Europe,Europe,"Apuka, Khailino and Vyvenka villages, Korf-Tilichiki area (Koryakskiy Okrug province)",,,No,No,No,,7.6,Richter,60.949,167.089,,2006,4.0,20.0,2006,4.0,20.0,,40.0,12000.0,,12040.0,,,,,55000.0,79845.0,68.8837587123464,"[{""adm1_code"":2522,""adm1_name"":""Koryakskiy Okrug""}]",2014-03-25,2023-09-25
2006-0221-AFG,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,AFG,Afghanistan,Southern Asia,Asia,"Garziwan district (Faryab province), Doshi district (Baghlan province), Kohestanat district (Sar-e-Pul province)",Brief torrential rain and snowmelt,,No,No,No,,58310.0,Km2,35.67,66.83,,2006,4.0,28.0,2006,5.0,1.0,19.0,25.0,5000.0,,5025.0,,,,,,,68.8837587123464,"[{""adm2_code"":3470,""adm2_name"":""Doshi""},{""adm2_code"":99955,""adm2_name"":""Garziwan""},{""adm2_code"":3730,""adm2_name"":""Kohestanat""}]",2007-01-04,2023-09-25
2006-0222-PNG,No,nat-hyd-mmw-mud,Natural,Hydrological,Mass movement (wet),Mudslide,,,PNG,Papua New Guinea,Melanesia,Oceania,"Kuma village (Mendi district, Southern Highlands province)",,"Slide (land, mud, snow, rock)",No,No,No,,,,-6.16,143.7,,2006,4.0,27.0,2006,4.0,30.0,1.0,,300.0,,300.0,,,,,,,68.8837587123464,"[{""adm2_code"":37549,""adm2_name"":""Mendi""}]",2007-01-04,2023-09-25
